,-0.939,-0.878,-0.816,-0.755,-0.694,-0.633,-0.571,-0.51,-0.449,-0.388,-0.327,-0.265,-0.204,-0.143,-0.082,-0.02,0.0,0.041,0.102,0.163,0.224,0.286,0.347,0.408,0.469,0.531,0.592,0.653,0.714,0.776,0.837,0.898,0.959,1.02,1.082,1.143,1.204,1.265,1.327,1.388,1.449,1.51,1.571,1.633,1.694,1.755,1.816,1.878,1.939,2.0
0.0,0.9183071686736517,0.682042205610394,0.5206990749025132,0.3570224228569219,0.21547822488038704,0.11869261463039156,0.07264184531046998,0.05123081944732354,0.042859629879393395,0.04438071778337559,0.046417704952603285,0.045463410307859276,0.04465087902496753,0.045884349562929784,0.03943527887760186,0.04183053364027166,0.04456514671866672,0.04206424694409769,0.045730428508737576,0.04117920266472194,0.03897330920787157,0.04507443047251895,0.04691874925459317,0.039054847249499695,0.040909014658149626,0.04140133134428887,0.041372339243898916,0.04354557750256988,0.041747498794332136,0.038438142457339106,0.04313116049707675,0.042435820697951813,0.045122712828289724,0.04265465226214621,0.04174229785996648,0.04281915980991189,0.043563139239298596,0.044162401902627775,0.044691215675007605,0.04302120625135779,0.039557814697583765,0.04476671679749515,0.039572572619737706,0.04226115419673896,0.04248991753873618,0.0379064916459765,0.04009376734694593,0.04553891313496451,0.04103516452911041,0.04124230608431026
